XM_ID,XP_ID
XM_043149696.1,XP_043014304.1
XM_043149697.1,XP_043014305.1
XM_043149699.1,XP_043014307.1
XM_043149698.1,XP_043014306.1
XM_043149700.1,XP_043014308.1
XM_043149702.1,XP_043014310.1
XM_043149701.1,XP_043014309.1
XM_043149703.1,XP_043014311.1
XM_043149704.1,XP_043014312.1
XM_043149705.1,XP_043014313.1
XM_043149706.1,XP_043014314.1
XM_043149707.1,XP_043014315.1
XM_043149708.1,XP_043014316.1
XM_043149709.1,XP_043014317.1
XM_043149710.1,XP_043014318.1
XM_043149711.1,XP_043014319.1
XM_043149712.1,XP_043014320.1
XM_043149713.1,XP_043014321.1
XM_043149714.1,XP_043014322.1
XM_043149715.1,XP_043014323.1
XM_043149716.1,XP_043014324.1
XM_043149717.1,XP_043014325.1
XM_043149720.1,XP_043014328.1
XM_043149718.1,XP_043014326.1
XM_043149719.1,XP_043014327.1
XM_043149721.1,XP_043014329.1
XM_043149722.1,XP_043014330.1
XM_043149723.1,XP_043014331.1
XM_043149724.1,XP_043014332.1
XM_043149725.1,XP_043014333.1
XM_043149726.1,XP_043014334.1
XM_043149727.1,XP_043014335.1
XM_043149728.1,XP_043014336.1
XM_043149729.1,XP_043014337.1
XM_043149730.1,XP_043014338.1
XM_043149731.1,XP_043014339.1
XM_043149732.1,XP_043014340.1
XM_043149733.1,XP_043014341.1
XM_043149734.1,XP_043014342.1
XM_043149735.1,XP_043014343.1
XM_043149736.1,XP_043014344.1
XM_043149738.1,XP_043014346.1
XM_043149737.1,XP_043014345.1
XM_043149739.1,XP_043014347.1
XM_043149740.1,XP_043014348.1
XM_043149741.1,XP_043014349.1
XM_043149742.1,XP_043014350.1
XM_043149743.1,XP_043014351.1
XM_043149744.1,XP_043014352.1
XM_043149745.1,XP_043014353.1
XM_043149746.1,XP_043014354.1
XM_043149747.1,XP_043014355.1
XM_043149748.1,XP_043014356.1
XM_043149749.1,XP_043014357.1
XM_043149750.1,XP_043014358.1
XM_043149751.1,XP_043014359.1
XM_043149752.1,XP_043014360.1
XM_043149753.1,XP_043014361.1
XM_043149754.1,XP_043014362.1
XM_043149755.1,XP_043014363.1
XM_043149756.1,XP_043014364.1
XM_043149757.1,XP_043014365.1
XM_043149758.1,XP_043014366.1
XM_043149759.1,XP_043014367.1
XM_043149760.1,XP_043014368.1
XM_043149761.1,XP_043014369.1
XM_043149762.1,XP_043014370.1
XM_043149763.1,XP_043014371.1
XM_043149764.1,XP_043014372.1
XM_043149765.1,XP_043014373.1
XM_043149766.1,XP_043014374.1
XM_043149767.1,XP_043014375.1
XM_043149768.1,XP_043014376.1
XM_043149769.1,XP_043014377.1
XM_043149770.1,XP_043014378.1
XM_043149771.1,XP_043014379.1
XM_043149772.1,XP_043014380.1
XM_043149773.1,XP_043014381.1
XM_043149774.1,XP_043014382.1
XM_043149775.1,XP_043014383.1
XM_043149776.1,XP_043014384.1
XM_043149777.1,XP_043014385.1
XM_043149778.1,XP_043014386.1
XM_043149779.1,XP_043014387.1
XM_043149780.1,XP_043014388.1
XM_043149781.1,XP_043014389.1
XM_043149782.1,XP_043014390.1
XM_043149783.1,XP_043014391.1
XM_043149784.1,XP_043014392.1
XM_043149785.1,XP_043014393.1
XM_043149786.1,XP_043014394.1
XM_043149788.1,XP_043014396.1
XM_043149787.1,XP_043014395.1
XM_043149789.1,XP_043014397.1
XM_043149790.1,XP_043014398.1
XM_043149791.1,XP_043014399.1
XM_043149792.1,XP_043014400.1
XM_043149793.1,XP_043014401.1
XM_043149794.1,XP_043014402.1
XM_043149795.1,XP_043014403.1
XM_043149796.1,XP_043014404.1
XM_043149797.1,XP_043014405.1
XM_043149798.1,XP_043014406.1
XM_043149799.1,XP_043014407.1
XM_043149800.1,XP_043014408.1
XM_043149801.1,XP_043014409.1
XM_043149802.1,XP_043014410.1
XM_043149803.1,XP_043014411.1
XM_043149804.1,XP_043014412.1
XM_043149805.1,XP_043014413.1
XM_043149806.1,XP_043014414.1
XM_043149807.1,XP_043014415.1
XM_043149808.1,XP_043014416.1
XM_043149809.1,XP_043014417.1
XM_043149810.1,XP_043014418.1
XM_043149811.1,XP_043014419.1
XM_043149812.1,XP_043014420.1
XM_043149813.1,XP_043014421.1
XM_043149814.1,XP_043014422.1
XM_043149815.1,XP_043014423.1
XM_043149816.1,XP_043014424.1
XM_043149817.1,XP_043014425.1
XM_043149818.1,XP_043014426.1
XM_043149819.1,XP_043014427.1
XM_043149820.1,XP_043014428.1
XM_043149821.1,XP_043014429.1
XM_043149822.1,XP_043014430.1
XM_043149823.1,XP_043014431.1
XM_043149824.1,XP_043014432.1
XM_043149825.1,XP_043014433.1
XM_043149827.1,XP_043014435.1
XM_043149826.1,XP_043014434.1
XM_043149828.1,XP_043014436.1
XM_043149829.1,XP_043014437.1
XM_043149830.1,XP_043014438.1
XM_043149831.1,XP_043014439.1
XM_043149832.1,XP_043014440.1
XM_043149833.1,XP_043014441.1
XM_043149834.1,XP_043014442.1
XM_043149835.1,XP_043014443.1
XM_043149836.1,XP_043014444.1
XM_043149838.1,XP_043014446.1
XM_043149837.1,XP_043014445.1
XM_043149839.1,XP_043014447.1
XM_043149840.1,XP_043014448.1
XM_043149841.1,XP_043014449.1
XM_043149842.1,XP_043014450.1
XM_043149843.1,XP_043014451.1
XM_043149844.1,XP_043014452.1
XM_043149845.1,XP_043014453.1
XM_043149846.1,XP_043014454.1
XM_043149847.1,XP_043014455.1
XM_043149848.1,XP_043014456.1
XM_043149849.1,XP_043014457.1
XM_043149850.1,XP_043014458.1
XM_043149851.1,XP_043014459.1
XM_043149852.1,XP_043014460.1
XM_043149853.1,XP_043014461.1
XM_043149854.1,XP_043014462.1
XM_043149855.1,XP_043014463.1
XM_043149856.1,XP_043014464.1
XM_043149857.1,XP_043014465.1
XM_043149858.1,XP_043014466.1
XM_043149859.1,XP_043014467.1
XM_043149860.1,XP_043014468.1
XM_043149861.1,XP_043014469.1
XM_043149862.1,XP_043014470.1
XM_043149863.1,XP_043014471.1
XM_043149864.1,XP_043014472.1
XM_043149865.1,XP_043014473.1
XM_043149866.1,XP_043014474.1
XM_043149867.1,XP_043014475.1
XM_043149868.1,XP_043014476.1
XM_043149869.1,XP_043014477.1
XM_043149870.1,XP_043014478.1
XM_043149871.1,XP_043014479.1
XM_043149872.1,XP_043014480.1
XM_043149873.1,XP_043014481.1
XM_043149874.1,XP_043014482.1
XM_043149875.1,XP_043014483.1
XM_043149876.1,XP_043014484.1
XM_043149877.1,XP_043014485.1
XM_043149878.1,XP_043014486.1
XM_043149879.1,XP_043014487.1
XM_043149880.1,XP_043014488.1
XM_043149881.1,XP_043014489.1
XM_043149882.1,XP_043014490.1
XM_043149883.1,XP_043014491.1
XM_043149884.1,XP_043014492.1
XM_043149885.1,XP_043014493.1
XM_043149886.1,XP_043014494.1
XM_043149887.1,XP_043010971.1
XM_043149888.1,XP_043010972.1
XM_043149889.1,XP_043010973.1
XM_043149890.1,XP_043010974.1
XM_043149891.1,XP_043010975.1
XM_043149892.1,XP_043010976.1
XM_043149893.1,XP_043010977.1
XM_043149894.1,XP_043010978.1
XM_043149895.1,XP_043010979.1
XM_043149896.1,XP_043010980.1
XM_043149897.1,XP_043010981.1
XM_043149898.1,XP_043010982.1
XM_043149900.1,XP_043010984.1
XM_043149899.1,XP_043010983.1
XM_043149901.1,XP_043010985.1
XM_043149902.1,XP_043010986.1
XM_043149903.1,XP_043010987.1
XM_043149904.1,XP_043010988.1
XM_043149905.1,XP_043010989.1
XM_043149906.1,XP_043010990.1
XM_043149910.1,XP_043010994.1
XM_043149909.1,XP_043010993.1
XM_043149907.1,XP_043010991.1
XM_043149908.1,XP_043010992.1
XM_043149911.1,XP_043010995.1
XM_043149912.1,XP_043010996.1
XM_043149913.1,XP_043010997.1
XM_043149914.1,XP_043010998.1
XM_043149915.1,XP_043010999.1
XM_043149916.1,XP_043011000.1
XM_043149917.1,XP_043011001.1
XM_043149919.1,XP_043011003.1
XM_043149918.1,XP_043011002.1
XM_043149920.1,XP_043011004.1
XM_043149921.1,XP_043011005.1
XM_043149922.1,XP_043011006.1
XM_043149923.1,XP_043011007.1
XM_043149924.1,XP_043011008.1
XM_043149925.1,XP_043011009.1
XM_043149926.1,XP_043011010.1
XM_043149927.1,XP_043011011.1
XM_043149928.1,XP_043011012.1
XM_043149929.1,XP_043011013.1
XM_043149930.1,XP_043011014.1
XM_043149931.1,XP_043011015.1
XM_043149932.1,XP_043011016.1
XM_043149933.1,XP_043011017.1
XM_043149934.1,XP_043011018.1
XM_043149935.1,XP_043011019.1
XM_043149936.1,XP_043011020.1
XM_043149937.1,XP_043011021.1
XM_043149938.1,XP_043011022.1
XM_043149939.1,XP_043011023.1
XM_043149940.1,XP_043011024.1
XM_043149941.1,XP_043011025.1
XM_043149942.1,XP_043011026.1
XM_043149943.1,XP_043011027.1
XM_043149944.1,XP_043011028.1
XM_043149945.1,XP_043011029.1
XM_043149946.1,XP_043011030.1
XM_043149947.1,XP_043011031.1
XM_043149948.1,XP_043011032.1
XM_043149949.1,XP_043011033.1
XM_043149950.1,XP_043011034.1
XM_043149951.1,XP_043011035.1
XM_043149952.1,XP_043011036.1
XM_043149953.1,XP_043011037.1
XM_043149954.1,XP_043011038.1
XM_043149955.1,XP_043011039.1
XM_043149956.1,XP_043011040.1
XM_043149957.1,XP_043011041.1
XM_043149958.1,XP_043011042.1
XM_043149959.1,XP_043011043.1
XM_043149960.1,XP_043011044.1
XM_043149961.1,XP_043011045.1
XM_043149962.1,XP_043011046.1
XM_043149963.1,XP_043011047.1
XM_043149964.1,XP_043011048.1
XM_043149965.1,XP_043011049.1
XM_043149966.1,XP_043011050.1
XM_043149967.1,XP_043011051.1
XM_043149968.1,XP_043011052.1
XM_043149969.1,XP_043011053.1
XM_043149970.1,XP_043011054.1
XM_043149971.1,XP_043011055.1
XM_043149972.1,XP_043011056.1
XM_043149973.1,XP_043011057.1
XM_043149974.1,XP_043011058.1
XM_043149975.1,XP_043011059.1
XM_043149976.1,XP_043011060.1
XM_043149977.1,XP_043011061.1
XM_043149978.1,XP_043011062.1
XM_043149979.1,XP_043011063.1
XM_043149980.1,XP_043011064.1
XM_043149981.1,XP_043011065.1
XM_043149982.1,XP_043011066.1
XM_043149983.1,XP_043011067.1
XM_043149984.1,XP_043011068.1
XM_043149985.1,XP_043011069.1
XM_043149986.1,XP_043011070.1
XM_043149987.1,XP_043011071.1
XM_043149988.1,XP_043011072.1
XM_043149989.1,XP_043011073.1
XM_043149990.1,XP_043011074.1
XM_043149991.1,XP_043011075.1
XM_043149992.1,XP_043011076.1
XM_043149993.1,XP_043011077.1
XM_043149994.1,XP_043011078.1
XM_043149995.1,XP_043011079.1
XM_043149996.1,XP_043011080.1
XM_043149997.1,XP_043011081.1
XM_043149998.1,XP_043011082.1
XM_043149999.1,XP_043011083.1
XM_043150000.1,XP_043011084.1
XM_043150001.1,XP_043011085.1
XM_043150002.1,XP_043011086.1
XM_043150003.1,XP_043011087.1
XM_043150004.1,XP_043011088.1
XM_043150006.1,XP_043011090.1
XM_043150005.1,XP_043011089.1
XM_043150007.1,XP_043011091.1
XM_043150008.1,XP_043011092.1
XM_043150009.1,XP_043011093.1
XM_043150010.1,XP_043011094.1
XM_043150011.1,XP_043011095.1
XM_043150012.1,XP_043011096.1
XM_043150013.1,XP_043011097.1
XM_043150014.1,XP_043011098.1
XM_043150015.1,XP_043011099.1
XM_043150016.1,XP_043011100.1
XM_043150017.1,XP_043011101.1
XM_043150018.1,XP_043011102.1
XM_043150019.1,XP_043011103.1
XM_043150020.1,XP_043011104.1
XM_043150021.1,XP_043011105.1
XM_043150022.1,XP_043011106.1
XM_043150023.1,XP_043011107.1
XM_043150024.1,XP_043011108.1
XM_043150025.1,XP_043011109.1
XM_043150026.1,XP_043011110.1
XM_043150027.1,XP_043011111.1
XM_043150028.1,XP_043011112.1
XM_043150029.1,XP_043011113.1
XM_043150030.1,XP_043011114.1
XM_043150031.1,XP_043011115.1
XM_043150032.1,XP_043011116.1
XM_043150033.1,XP_043011117.1
XM_043150035.1,XP_043011119.1
XM_043150034.1,XP_043011118.1
XM_043150036.1,XP_043011120.1
XM_043150037.1,XP_043011121.1
XM_043150038.1,XP_043011122.1
XM_043150039.1,XP_043011123.1
XM_043150040.1,XP_043011124.1
XM_043150041.1,XP_043011125.1
XM_043150042.1,XP_043011126.1
XM_043150043.1,XP_043011127.1
XM_043150044.1,XP_043011128.1
XM_043150045.1,XP_043011129.1
XM_043150046.1,XP_043011130.1
XM_043150047.1,XP_043011131.1
XM_043150048.1,XP_043011132.1
XM_043150049.1,XP_043011133.1
XM_043150050.1,XP_043011134.1
XM_043150052.1,XP_043011136.1
XM_043150051.1,XP_043011135.1
XM_043150053.1,XP_043011137.1
XM_043150054.1,XP_043011138.1
XM_043150055.1,XP_043011139.1
XM_043150056.1,XP_043011140.1
XM_043150057.1,XP_043011141.1
XM_043150058.1,XP_043011142.1
XM_043150059.1,XP_043011143.1
XM_043150060.1,XP_043011144.1
XM_043150061.1,XP_043011145.1
XM_043150062.1,XP_043011146.1
XM_043150063.1,XP_043011147.1
XM_043150064.1,XP_043011148.1
XM_043150065.1,XP_043011149.1
XM_043150066.1,XP_043011150.1
XM_043150067.1,XP_043011151.1
XM_043150068.1,XP_043011152.1
XM_043150069.1,XP_043011153.1
XM_043150071.1,XP_043011155.1
XM_043150070.1,XP_043011154.1
XM_043150072.1,XP_043011156.1
XM_043150073.1,XP_043011157.1
XM_043150074.1,XP_043011158.1
XM_043150075.1,XP_043011159.1
XM_043150076.1,XP_043011160.1
XM_043150077.1,XP_043011161.1
XM_043150078.1,XP_043011162.1
XM_043150079.1,XP_043011163.1
XM_043150080.1,XP_043011164.1
XM_043150081.1,XP_043011165.1
XM_043150082.1,XP_043011166.1
XM_043150083.1,XP_043011167.1
XM_043150084.1,XP_043011168.1
XM_043150085.1,XP_043011169.1
XM_043150086.1,XP_043011170.1
XM_043150087.1,XP_043011171.1
XM_043150088.1,XP_043011172.1
XM_043150089.1,XP_043011173.1
XM_043150090.1,XP_043011174.1
XM_043160738.1,XP_043011175.1
XM_043150091.1,XP_043011176.1
XM_043150092.1,XP_043011177.1
XM_043150093.1,XP_043011178.1
XM_043150094.1,XP_043011179.1
XM_043150095.1,XP_043011180.1
XM_043150096.1,XP_043011181.1
XM_043150097.1,XP_043011182.1
XM_043150098.1,XP_043011183.1
XM_043150099.1,XP_043011184.1
XM_043150100.1,XP_043011185.1
XM_043150101.1,XP_043011186.1
XM_043150102.1,XP_043011187.1
XM_043150103.1,XP_043011188.1
XM_043150104.1,XP_043011189.1
XM_043150105.1,XP_043011190.1
XM_043150106.1,XP_043011191.1
XM_043150107.1,XP_043011192.1
XM_043150108.1,XP_043011193.1
XM_043150109.1,XP_043011194.1
XM_043150110.1,XP_043011195.1
XM_043150111.1,XP_043011196.1
XM_043150113.1,XP_043011198.1
XM_043150112.1,XP_043011197.1
XM_043150114.1,XP_043011199.1
XM_043150115.1,XP_043011200.1
XM_043150116.1,XP_043011201.1
XM_043150117.1,XP_043011202.1
XM_043150118.1,XP_043011203.1
XM_043150119.1,XP_043011204.1
XM_043150120.1,XP_043011205.1
XM_043150121.1,XP_043011206.1
XM_043150122.1,XP_043011207.1
XM_043150123.1,XP_043011208.1
XM_043150124.1,XP_043011209.1
XM_043150125.1,XP_043011210.1
XM_043150126.1,XP_043011211.1
XM_043150127.1,XP_043011212.1
XM_043150128.1,XP_043011213.1
XM_043150129.1,XP_043011214.1
XM_043150130.1,XP_043011215.1
XM_043150131.1,XP_043011216.1
XM_043150132.1,XP_043011217.1
XM_043150133.1,XP_043011218.1
XM_043150136.1,XP_043011220.1
XM_043150135.1,XP_043011219.1
XM_043150134.1,XP_043011221.1
XM_043150137.1,XP_043011222.1
XM_043150138.1,XP_043011223.1
XM_043150139.1,XP_043011224.1
XM_043150140.1,XP_043011225.1
XM_043150141.1,XP_043011226.1
XM_043150142.1,XP_043011227.1
XM_043150143.1,XP_043011228.1
XM_043150144.1,XP_043011229.1
XM_043150145.1,XP_043011230.1
XM_043150146.1,XP_043011231.1
XM_043150147.1,XP_043011232.1
XM_043150148.1,XP_043011233.1
XM_043150149.1,XP_043011234.1
XM_043150150.1,XP_043011235.1
XM_043150151.1,XP_043011236.1
XM_043150152.1,XP_043011237.1
XM_043150153.1,XP_043011238.1
XM_043150154.1,XP_043011239.1
XM_043150155.1,XP_043011240.1
XM_043150156.1,XP_043011241.1
XM_043150157.1,XP_043011242.1
XM_043150158.1,XP_043011243.1
XM_043150159.1,XP_043011244.1
XM_043150160.1,XP_043011245.1
XM_043150161.1,XP_043011246.1
XM_043150162.1,XP_043011247.1
XM_043150163.1,XP_043011248.1
XM_043160740.1,XP_043011250.1
XM_043160739.1,XP_043011249.1
XM_043150164.1,XP_043011251.1
XM_043150165.1,XP_043011252.1
XM_043150166.1,XP_043011253.1
XM_043150167.1,XP_043011254.1
XM_043150168.1,XP_043011255.1
XM_043150169.1,XP_043011256.1
XM_043150170.1,XP_043011257.1
XM_043150171.1,XP_043011258.1
XM_043150172.1,XP_043011259.1
XM_043150173.1,XP_043011260.1
XM_043150174.1,XP_043011261.1
XM_043150175.1,XP_043011262.1
XM_043150176.1,XP_043011263.1
XM_043150177.1,XP_043011264.1
XM_043150178.1,XP_043011265.1
XM_043150179.1,XP_043011266.1
XM_043150180.1,XP_043011267.1
XM_043150181.1,XP_043011268.1
XM_043150182.1,XP_043011269.1
XM_043150183.1,XP_043011270.1
XM_043150184.1,XP_043011271.1
XM_043150185.1,XP_043011272.1
XM_043150186.1,XP_043011273.1
XM_043150187.1,XP_043011274.1
XM_043150188.1,XP_043011275.1
XM_043150189.1,XP_043011276.1
XM_043150191.1,XP_043011278.1
XM_043150190.1,XP_043011277.1
XM_043150192.1,XP_043011279.1
XM_043150193.1,XP_043011280.1
XM_043150194.1,XP_043011281.1
XM_043150195.1,XP_043011282.1
XM_043150196.1,XP_043011283.1
XM_043150197.1,XP_043011284.1
XM_043150198.1,XP_043011285.1
XM_043150199.1,XP_043011286.1
XM_043150200.1,XP_043011287.1
XM_043150201.1,XP_043011288.1
XM_043150202.1,XP_043011289.1
XM_043150203.1,XP_043011290.1
XM_043150204.1,XP_043011291.1
XM_043150205.1,XP_043011292.1
XM_043150206.1,XP_043011293.1
XM_043150207.1,XP_043011294.1
XM_043150209.1,XP_043011296.1
XM_043150208.1,XP_043011295.1
XM_043150210.1,XP_043011297.1
XM_043150211.1,XP_043011298.1
XM_043150212.1,XP_043011299.1
XM_043150213.1,XP_043011300.1
XM_043150214.1,XP_043011301.1
XM_043150216.1,XP_043011303.1
XM_043150215.1,XP_043011302.1
XM_043150217.1,XP_043011304.1
XM_043150218.1,XP_043011305.1
XM_043150219.1,XP_043011306.1
XM_043150220.1,XP_043011307.1
XM_043150221.1,XP_043011308.1
XM_043150222.1,XP_043011309.1
XM_043150223.1,XP_043011310.1
XM_043150224.1,XP_043011311.1
XM_043150225.1,XP_043011312.1
XM_043150226.1,XP_043011313.1
XM_043150228.1,XP_043011315.1
XM_043150227.1,XP_043011314.1
XM_043150229.1,XP_043011316.1
XM_043150230.1,XP_043011317.1
XM_043150231.1,XP_043011318.1
XM_043150232.1,XP_043011319.1
XM_043150233.1,XP_043011320.1
XM_043150234.1,XP_043011321.1
XM_043150235.1,XP_043011322.1
XM_043150236.1,XP_043011323.1
XM_043150237.1,XP_043011324.1
XM_043150238.1,XP_043011325.1
XM_043150239.1,XP_043011326.1
XM_043150240.1,XP_043011327.1
XM_043150241.1,XP_043011328.1
XM_043150242.1,XP_043011329.1
XM_043150243.1,XP_043011330.1
XM_043150244.1,XP_043011331.1
XM_043150245.1,XP_043011332.1
XM_043150246.1,XP_043011333.1
XM_043150247.1,XP_043011334.1
XM_043150249.1,XP_043011336.1
XM_043150248.1,XP_043011335.1
XM_043150250.1,XP_043011337.1
XM_043150251.1,XP_043011338.1
XM_043150252.1,XP_043011339.1
XM_043150253.1,XP_043011340.1
XM_043150254.1,XP_043011341.1
XM_043150255.1,XP_043011342.1
XM_043150256.1,XP_043011343.1
XM_043150257.1,XP_043011344.1
XM_043150258.1,XP_043011345.1
XM_043150259.1,XP_043011346.1
XM_043150260.1,XP_043011347.1
XM_043150261.1,XP_043011348.1
XM_043150262.1,XP_043011349.1
XM_043150263.1,XP_043011350.1
XM_043150264.1,XP_043011351.1
XM_043150265.1,XP_043011352.1
XM_043150266.1,XP_043011353.1
XM_043150267.1,XP_043011354.1
XM_043150268.1,XP_043011355.1
XM_043150269.1,XP_043011356.1
XM_043150270.1,XP_043011357.1
XM_043150271.1,XP_043011358.1
XM_043150272.1,XP_043011359.1
XM_043150273.1,XP_043011360.1
XM_043150274.1,XP_043011361.1
XM_043150275.1,XP_043011362.1
XM_043150276.1,XP_043011363.1
XM_043150277.1,XP_043011364.1
XM_043150278.1,XP_043011365.1
XM_043150279.1,XP_043011366.1
XM_043150280.1,XP_043011367.1
XM_043150281.1,XP_043011368.1
XM_043150282.1,XP_043011369.1
XM_043150283.1,XP_043011370.1
XM_043150284.1,XP_043011371.1
XM_043150285.1,XP_043011372.1
XM_043150286.1,XP_043011373.1
XM_043150287.1,XP_043011374.1
XM_043150288.1,XP_043011375.1
XM_043150289.1,XP_043011376.1
XM_043150290.1,XP_043011377.1
XM_043150291.1,XP_043011378.1
XM_043150292.1,XP_043011379.1
XM_043150293.1,XP_043011380.1
XM_043150294.1,XP_043011381.1
XM_043150295.1,XP_043011382.1
XM_043150296.1,XP_043011383.1
XM_043150297.1,XP_043011384.1
XM_043150298.1,XP_043011385.1
XM_043150299.1,XP_043011386.1
XM_043150300.1,XP_043011387.1
XM_043150301.1,XP_043011388.1
XM_043150302.1,XP_043011389.1
XM_043150303.1,XP_043011390.1
XM_043150304.1,XP_043011391.1
XM_043150305.1,XP_043011392.1
XM_043150306.1,XP_043011393.1
XM_043150307.1,XP_043011394.1
XM_043150308.1,XP_043011395.1
XM_043150309.1,XP_043011396.1
XM_043150310.1,XP_043011397.1
XM_043150312.1,XP_043011399.1
XM_043150311.1,XP_043011398.1
XM_043150313.1,XP_043011400.1
XM_043150314.1,XP_043011401.1
XM_043150315.1,XP_043011402.1
XM_043150316.1,XP_043011403.1
XM_043150317.1,XP_043011404.1
XM_043150318.1,XP_043011405.1
XM_043150319.1,XP_043011406.1
XM_043150320.1,XP_043011407.1
XM_043150321.1,XP_043011408.1
XM_043150322.1,XP_043011409.1
XM_043150323.1,XP_043011410.1
XM_043150324.1,XP_043011411.1
XM_043150325.1,XP_043011412.1
XM_043150326.1,XP_043011413.1
XM_043150327.1,XP_043011414.1
XM_043150329.1,XP_043011416.1
XM_043150328.1,XP_043011415.1
XM_043150330.1,XP_043011417.1
XM_043150331.1,XP_043011418.1
XM_043150332.1,XP_043011419.1
XM_043150333.1,XP_043011420.1
XM_043150334.1,XP_043011421.1
XM_043150335.1,XP_043011422.1
XM_043150336.1,XP_043011423.1
XM_043150337.1,XP_043011424.1
XM_043150338.1,XP_043011425.1
XM_043150339.1,XP_043011426.1
XM_043150340.1,XP_043011427.1
XM_043150341.1,XP_043011428.1
XM_043150342.1,XP_043011429.1
XM_043150343.1,XP_043011430.1
XM_043150344.1,XP_043011431.1
XM_043150345.1,XP_043011432.1
XM_043150346.1,XP_043011433.1
XM_043150347.1,XP_043011434.1
XM_043150348.1,XP_043011435.1
XM_043150349.1,XP_043011436.1
XM_043150350.1,XP_043011437.1
XM_043150351.1,XP_043011438.1
XM_043150352.1,XP_043011439.1
XM_043150353.1,XP_043011440.1
XM_043150354.1,XP_043011441.1
XM_043150357.1,XP_043011444.1
XM_043150356.1,XP_043011443.1
XM_043150355.1,XP_043011442.1
XM_043150358.1,XP_043011445.1
XM_043150360.1,XP_043011447.1
XM_043150359.1,XP_043011446.1
XM_043150361.1,XP_043011448.1
XM_043150362.1,XP_043011449.1
XM_043150363.1,XP_043011450.1
XM_043150364.1,XP_043011451.1
XM_043150365.1,XP_043011452.1
XM_043150366.1,XP_043011453.1
XM_043150367.1,XP_043011454.1
XM_043150368.1,XP_043011455.1
XM_043150369.1,XP_043011456.1
XM_043150370.1,XP_043011457.1
XM_043150371.1,XP_043011458.1
XM_043150372.1,XP_043011459.1
XM_043150373.1,XP_043011460.1
XM_043150374.1,XP_043011461.1
XM_043150375.1,XP_043011462.1
XM_043150377.1,XP_043011464.1
XM_043150376.1,XP_043011463.1
XM_043150379.1,XP_043011466.1
XM_043150378.1,XP_043011465.1
XM_043150381.1,XP_043011468.1
XM_043150380.1,XP_043011467.1
XM_043150382.1,XP_043011469.1
XM_043150383.1,XP_043011470.1
XM_043150384.1,XP_043011471.1
XM_043150385.1,XP_043011472.1
XM_043150386.1,XP_043011473.1
XM_043150387.1,XP_043011474.1
XM_043150388.1,XP_043011475.1
XM_043150389.1,XP_043011476.1
XM_043150390.1,XP_043011477.1
XM_043150391.1,XP_043011478.1
XM_043150392.1,XP_043011479.1
XM_043150393.1,XP_043011480.1
XM_043150394.1,XP_043011481.1
XM_043150395.1,XP_043011482.1
XM_043150397.1,XP_043011484.1
XM_043150396.1,XP_043011483.1
XM_043150398.1,XP_043011485.1
XM_043150399.1,XP_043011486.1
XM_043150400.1,XP_043011487.1
XM_043150401.1,XP_043011488.1
XM_043150402.1,XP_043011489.1
XM_043150403.1,XP_043011490.1
XM_043150404.1,XP_043011491.1
XM_043150405.1,XP_043011492.1
XM_043150406.1,XP_043011493.1
XM_043150408.1,XP_043011495.1
XM_043150409.1,XP_043011496.1
XM_043150410.1,XP_043011497.1
XM_043150407.1,XP_043011494.1
XM_043150411.1,XP_043011498.1
XM_043150412.1,XP_043011499.1
XM_043150413.1,XP_043011500.1
XM_043150414.1,XP_043011501.1
XM_043150415.1,XP_043011502.1
XM_043150416.1,XP_043011503.1
XM_043150417.1,XP_043011504.1
XM_043150418.1,XP_043011505.1
XM_043150419.1,XP_043011506.1
XM_043150420.1,XP_043011507.1
XM_043150422.1,XP_043011509.1
XM_043150421.1,XP_043011508.1
XM_043150423.1,XP_043011510.1
XM_043150424.1,XP_043011511.1
XM_043150425.1,XP_043011512.1
XM_043150426.1,XP_043011513.1
XM_043150427.1,XP_043011514.1
XM_043150428.1,XP_043011515.1
XM_043150429.1,XP_043011516.1
XM_043150430.1,XP_043011517.1
XM_043150431.1,XP_043011518.1
XM_043150432.1,XP_043011519.1
XM_043150433.1,XP_043011520.1
XM_043150434.1,XP_043011521.1
XM_043150435.1,XP_043011522.1
XM_043150436.1,XP_043011523.1
XM_043160741.1,XP_043011524.1
XM_043150437.1,XP_043011525.1
XM_043150438.1,XP_043011526.1
XM_043150439.1,XP_043011527.1
XM_043150440.1,XP_043011528.1
XM_043150441.1,XP_043011529.1
XM_043150442.1,XP_043011530.1
XM_043150443.1,XP_043011531.1
XM_043150444.1,XP_043011532.1
XM_043150445.1,XP_043011533.1
XM_043150446.1,XP_043011534.1
XM_043150447.1,XP_043011535.1
XM_043150448.1,XP_043011536.1
XM_043150449.1,XP_043011537.1
XM_043150450.1,XP_043011538.1
XM_043150451.1,XP_043011539.1
XM_043150452.1,XP_043011540.1
XM_043150453.1,XP_043011541.1
XM_043150454.1,XP_043011542.1
XM_043150455.1,XP_043011543.1
XM_043150456.1,XP_043011544.1
XM_043150457.1,XP_043011545.1
XM_043150458.1,XP_043011546.1
XM_043150459.1,XP_043011547.1
XM_043150460.1,XP_043011548.1
XM_043150461.1,XP_043011549.1
XM_043150462.1,XP_043011550.1
XM_043150463.1,XP_043011551.1
XM_043150464.1,XP_043011552.1
XM_043150465.1,XP_043011553.1
XM_043150466.1,XP_043011554.1
XM_043150467.1,XP_043011555.1
XM_043150468.1,XP_043011556.1
